Receptor	Ligand	DSAS_Score_pK	buried%	ligand_sasa	protein_sasa	complex_sasa
3qto_protein	3qto_ligand	420.376831	74.419476	564.874756	13672.126953	13396.248047
3qtv_protein	3qtv_ligand	421.844269	73.561986	573.454163	13664.302734	13394.068359
3qwc_protein	3qwc_ligand	396.432404	70.132715	565.260315	13738.777344	13511.172852
3qt6_protein	3qt6_ligand	292.549973	67.545780	433.113617	29663.083984	29511.097656
3qx9_protein	3qx9_ligand	282.183075	46.894657	601.738220	7682.075195	7719.447266
3qxt_protein	3qxt_ligand	418.977753	66.723887	627.927673	7259.222168	7049.194336
3qx5_protein	3qx5_ligand	409.344940	70.777224	578.356873	13890.774414	13650.441406
3qxv_protein	3qxv_ligand	416.706482	67.093222	621.085815	7142.590820	6930.263672
3r1v_protein	3r1v_ligand	324.965118	74.771339	434.611877	7911.098633	7695.780273
3r4m_protein	3r4m_ligand	247.336929	66.660963	371.037140	12083.493164	11959.856445
3r4n_protein	3r4n_ligand	303.770615	63.390109	479.208221	12692.120117	12563.787109
3r4p_protein	3r4p_ligand	404.400269	65.365073	618.679443	12735.429688	12545.308594
3r5t_protein	3r5t_ligand	461.893890	56.752458	813.874695	14750.780273	14640.867188
3qfy_protein	3qfy_ligand	193.005066	70.452266	273.951538	55586.003906	55473.945312
3r6u_protein	3r6u_ligand	177.802979	73.490544	241.939941	13909.150391	13795.484375
3qfz_protein	3qfz_ligand	205.930969	72.229101	285.108032	55621.109375	55494.355469
3rdo_protein	3rdo_ligand	264.430649	67.672004	390.753387	8248.629883	8110.521973
3r7o_protein	3r7o_ligand	473.245209	62.323948	759.331238	16296.924805	16109.765625
3rdq_protein	3rdq_ligand	262.642654	67.674346	388.097809	7781.017090	7643.829590
3rlb_protein	3rlb_ligand	326.669418	75.739831	431.304657	10168.751953	9946.717773
3rlp_protein	3rlp_ligand	273.043442	63.689264	428.711884	12228.130859	12110.755859
3rlq_protein	3rlq_ligand	304.719681	65.911653	462.315338	12739.367188	12592.243164
3re4_protein	3re4_ligand	304.561157	73.591666	413.852783	14137.369141	13942.099609
3rlr_protein	3rlr_ligand	334.021759	68.031637	490.980042	12369.772461	12192.708984
3r88_protein	3r88_ligand	208.293060	64.444893	323.211121	28692.259766	28598.884766
3rm9_protein	3rm9_ligand	260.126312	66.760123	389.643250	16177.342773	16046.733398
3roc_protein	3roc_ligand	406.952423	64.478427	631.145081	17942.658203	17759.898438
3rux_protein	3rux_ligand	517.372040	68.798675	752.008728	12513.115234	12230.379883
3ru1_protein	3ru1_ligand	289.337570	63.010320	459.190765	17778.042969	17658.558594
3rsx_protein	3rsx_ligand	233.953964	66.039189	354.265350	18359.486328	18245.843750
3s0b_protein	3s0b_ligand	288.645050	76.476398	377.430237	6945.649902	6745.790039
3s0e_protein	3s0e_ligand	243.243744	77.728040	312.942078	6894.227051	6720.681641
3s8l_protein	3s8l_ligand	355.869720	52.344180	679.864929	6675.556641	6643.682129
3rwp_protein	3rwp_ligand	430.404083	72.376430	594.674377	14866.567383	14600.433594
3rv8_protein	3rv8_ligand	294.117279	76.183815	386.062683	18383.703125	18181.531250
3s8n_protein	3s8n_ligand	358.830017	52.928374	677.953979	6716.704102	6676.998047
3s8o_protein	3s8o_ligand	368.180084	52.304597	703.915344	6650.409180	6617.964355
3s2v_protein	3s2v_ligand	324.784973	65.615763	494.980103	26536.689453	26382.099609
3s43_protein	3s43_ligand	533.399170	75.803889	703.656738	10574.344727	10211.203125
3s54_protein	3s54_ligand	548.203278	77.972827	703.069641	10326.230469	9932.893555
3rv4_protein	3rv4_ligand	384.384552	75.938424	506.179260	37666.582031	37403.992188
3s9e_protein	3s9e_ligand	183.826736	70.742140	259.854645	25434.107422	25326.308594
3shc_protein	3shc_ligand	391.746429	68.046525	575.703796	13489.544922	13281.755859
3sha_protein	3sha_ligand	384.221313	70.401652	545.756104	13707.775391	13485.088867
3si3_protein	3si3_ligand	374.285889	68.645006	545.248535	13752.524414	13549.201172
3slz_protein	3slz_ligand	873.979675	75.274294	1161.059937	11867.595703	11280.696289
3si4_protein	3si4_ligand	391.962860	71.208454	550.444275	13837.536133	13604.054688
3sk2_protein	3sk2_ligand	312.090424	74.158921	420.840027	14543.291016	14339.950195
3s6t_protein	3s6t_ligand	280.973267	52.065112	539.657471	46037.882812	46015.593750
3spf_protein	3spf_ligand	280.389984	39.044218	718.134460	8648.074219	8805.428711
3sm2_protein	3sm2_ligand	545.557098	77.835423	700.911072	11885.780273	11495.577148
3sfg_protein	3sfg_ligand	196.175125	53.173186	368.936188	47654.980469	47631.566406
3st5_protein	3st5_ligand	563.322357	77.096778	730.669128	10672.417969	10276.442383
3sr4_protein	3sr4_ligand	438.736237	76.590755	572.831848	18899.593750	18594.953125
3std_protein	3std_ligand	422.975586	81.879655	516.582031	22651.230469	22321.861328
3sur_protein	3sur_ligand	241.209564	71.095265	339.276550	20523.498047	20380.355469
3sio_protein	3sio_ligand	542.665833	68.763311	789.179321	53225.949219	52929.796875
3sus_protein	3sus_ligand	241.833984	71.199218	339.658203	20353.197266	20209.187500
3sut_protein	3sut_ligand	297.810211	55.559247	536.022766	20431.324219	20371.726562
3suu_protein	3suu_ligand	295.063538	55.822936	528.570435	20409.263672	20347.707031
3t0x_protein	3t0x_ligand	504.378876	78.115966	645.679626	11374.241211	11011.163086
3sv2_protein	3sv2_ligand	396.367218	74.323381	533.300842	13735.154297	13475.720703
3suv_protein	3suv_ligand	250.257874	72.723343	344.123169	20414.455078	20258.062500
3suw_protein	3suw_ligand	261.781418	70.534230	371.140961	20583.113281	20430.691406
3t1m_protein	3t1m_ligand	337.168854	53.734947	627.466614	7792.714355	7745.843262
3sxf_protein	3sxf_ligand	403.327942	74.588973	540.734009	24601.875000	24335.953125
3t2w_protein	3t2w_ligand	250.970856	64.204669	390.891907	10196.161133	10085.111328
3t3c_protein	3t3c_ligand	533.069397	76.570434	696.181763	10493.371094	10123.414062
3t3u_protein	3t3u_ligand	423.432526	72.891492	580.908020	24715.798828	24449.841797
3t60_protein	3t60_ligand	363.475891	59.870629	607.102173	21919.687500	21799.837891
3t64_protein	3t64_ligand	341.803925	65.048587	525.459412	22414.048828	22255.900391
3t6b_protein	3t6b_ligand	655.308411	74.772418	876.403931	31374.054688	30939.841797
3t1a_protein	3t1a_ligand	476.661896	79.973741	596.023010	49555.609375	49198.308594
3t70_protein	3t70_ligand	346.201111	64.542972	536.388550	22432.964844	22276.951172
3ta0_protein	3ta0_ligand	445.085907	78.356970	568.023376	15476.192383	15154.043945
3ta1_protein	3ta1_ligand	395.212967	78.220339	505.256012	18126.058594	17840.888672
3sww_protein	3sww_ligand	317.839081	59.484916	534.318787	64025.007812	63923.648438
3td4_protein	3td4_ligand	185.025909	55.065304	336.011780	13226.439453	13192.399414
3tf6_protein	3tf6_ligand	179.331955	69.213559	259.099457	9794.501953	9694.937500
3tao_protein	3tao_ligand	195.637085	72.801345	268.727295	21160.478516	21037.931641
3tfp_protein	3tfp_ligand	451.845001	79.278311	569.947815	15371.066406	15037.324219
3tb6_protein	3tb6_ligand	174.658127	70.055399	249.314301	27135.908203	27035.906250
3th9_protein	3th9_ligand	487.497040	72.768502	669.928650	10431.924805	10126.859375
3tcg_protein	3tcg_ligand	398.975494	75.204702	530.519348	23039.628906	22772.197266
3tkw_protein	3tkw_ligand	518.324005	75.294233	688.398010	10756.060547	10407.810547
3ttp_protein	3ttp_ligand	525.340332	76.043292	690.843750	11219.164062	10859.327148
3ttm_protein	3ttm_ligand	176.118080	70.318728	250.456863	16204.714844	16102.935547
3tif_protein	3tif_ligand	368.981659	71.818457	513.769958	23267.074219	23042.880859
3tu7_protein	3tu7_ligand	458.817627	70.838124	647.698730	13872.412109	13602.475586
3tmk_protein	3tmk_ligand	696.029083	69.109989	1007.132385	21737.050781	21352.125000
3u5j_protein	3u5j_ligand	304.674072	68.251748	446.397461	8190.576660	8027.625977
3tfu_protein	3tfu_ligand	423.698456	76.758265	551.990662	29923.373047	29627.966797
3u5l_protein	3u5l_ligand	315.098328	67.580862	466.253784	8111.451172	7947.508301
3tzm_protein	3tzm_ligand	421.348389	74.996545	561.823730	15336.989258	15056.116211
3tz0_protein	3tz0_ligand	207.974686	75.414478	275.775543	31971.250000	31831.076172
3tza_protein	3tza_ligand	318.716385	73.956637	430.950348	26732.107422	26525.625000
3u6h_protein	3u6h_ligand	572.014252	77.305631	739.938660	15141.165039	14737.075195
3u6i_protein	3u6i_ligand	582.871796	77.826043	748.941833	15304.814453	14888.012695
3u9q_protein	3u9q_ligand	282.196838	74.631508	378.120239	14360.138672	14173.865234
3u81_protein	3u81_ligand	361.144592	66.041391	546.845825	10803.463867	10628.020508
3u8j_protein	3u8j_ligand	253.475601	79.338474	319.486359	48090.882812	47903.417969
3u8k_protein	3u8k_ligand	306.784912	78.701522	389.808105	49467.941406	49244.179688
3ubd_protein	3ubd_ligand	436.519989	67.805028	643.787048	16231.645508	16002.392578
3u10_protein	3u10_ligand	326.426376	76.776353	425.165253	44992.082031	44764.394531
3u8l_protein	3u8l_ligand	336.214783	77.697544	432.722534	49286.433594	49046.726562
3u8n_protein	3u8n_ligand	321.862030	77.638701	414.563904	48065.628906	47836.468750
3ueu_protein	3ueu_ligand	312.467712	72.205153	432.749878	16290.392578	16098.207031
3uev_protein	3uev_ligand	350.825287	73.148102	479.609558	16875.291016	16653.250000
3uew_protein	3uew_ligand	364.990845	67.720071	538.969971	16845.179688	16654.167969
3uex_protein	3uex_ligand	413.415588	71.273614	580.040161	17175.011719	16928.220703
3uj9_protein	3uj9_ligand	226.182510	73.896802	306.078888	13160.603516	13014.317383
3ujc_protein	3ujc_ligand	226.732834	74.050833	306.185394	13162.227539	13014.947266
3ujd_protein	3ujd_ligand	227.430252	74.302470	306.087067	13244.116211	13095.342773
3ug2_protein	3ug2_ligand	334.965027	51.313183	652.785522	29535.576172	29518.431641
3uo4_protein	3uo4_ligand	399.481018	71.572275	558.150513	14273.078125	14032.266602
3uil_protein	3uil_ligand	181.603622	46.244481	392.703339	32831.535156	32861.031250
3uod_protein	3uod_ligand	363.145981	73.534305	493.845673	14107.866211	13875.419922
3up2_protein	3up2_ligand	391.869370	76.899054	509.589325	14401.663086	14127.513672
3upv_protein	3upv_ligand	493.928101	51.590455	957.402100	7431.112305	7400.658203
3umq_protein	3umq_ligand	114.942902	54.163693	212.213928	32746.890625	32729.218750
3upk_protein	3upk_ligand	510.660736	71.796540	711.260925	17526.251953	17216.191406
3uri_protein	3uri_ligand	649.160400	55.336341	1173.117676	14283.511719	14158.308594
3utu_protein	3utu_ligand	553.708649	66.047747	838.346008	13393.333008	13124.261719
3uu1_protein	3uu1_ligand	192.683090	65.220016	295.435516	14612.391602	14522.460938
3uug_protein	3uug_ligand	204.317123	70.453358	290.003387	15047.455078	14928.824219
3uxd_protein	3uxd_ligand	202.008911	75.724340	266.768799	12065.193359	11927.944336
3usx_protein	3usx_ligand	250.827255	54.498252	460.248260	32586.953125	32545.546875
3uz5_protein	3uz5_ligand	207.684738	77.249875	268.847992	11850.872070	11704.350586
3uzj_protein	3uzj_ligand	175.595009	77.706450	225.972244	11666.666016	11541.448242
3uyr_protein	3uyr_ligand	481.537628	48.057223	1002.008850	20901.550781	20940.484375
3v2n_protein	3v2n_ligand	402.892380	82.073660	490.891205	12921.475586	12606.582031
3v2p_protein	3v2p_ligand	483.289307	81.061249	596.202637	12678.993164	12308.617188
3uxk_protein	3uxk_ligand	191.189484	74.542901	256.482483	26818.896484	26693.000000
3v2q_protein	3v2q_ligand	451.937347	82.550098	547.470398	12868.209961	12511.805664
3uxl_protein	3uxl_ligand	187.490288	74.392804	252.027451	26866.654297	26743.701172
3v78_protein	3v78_ligand	381.678864	78.942045	483.492493	17887.302734	17607.437500
3v5p_protein	3v5p_ligand	404.555176	73.936327	547.166992	23935.833984	23673.890625
3v5t_protein	3v5t_ligand	465.193970	75.074180	619.645752	24203.242188	23892.500000
3v51_protein	3v51_ligand	493.800659	76.656227	644.175537	24380.333984	24036.908203
3veh_protein	3veh_ligand	284.733063	76.110111	374.106750	19037.947266	18842.587891
3vf5_protein	3vf5_ligand	581.482361	77.647263	748.876831	10542.070312	10127.982422
3vf7_protein	3vf7_ligand	585.525391	77.791300	752.687500	10659.158203	10240.794922
3vfa_protein	3vfa_ligand	569.544281	76.300504	746.448914	10710.071289	10317.431641
3vfb_protein	3vfb_ligand	590.707977	77.867119	758.610291	10630.899414	10208.093750
3vha_protein	3vha_ligand	345.769653	66.795319	517.655518	12037.957031	11864.073242
3vhc_protein	3vhc_ligand	387.775543	70.518629	549.890930	12140.069336	11914.409180
3vhd_protein	3vhd_ligand	350.792389	66.160812	530.211731	11654.203125	11482.830078
3vhk_protein	3vhk_ligand	372.867767	76.041331	490.348816	16758.460938	16503.074219
3vje_protein	3vje_ligand	679.490570	73.391210	925.847351	15645.587891	15212.454102
3vvy_protein	3vvy_ligand	371.266327	77.862076	476.825623	19874.773438	19609.066406
3vw1_protein	3vw1_ligand	469.642578	76.128438	616.908203	20367.625000	20045.248047
3vtr_protein	3vtr_ligand	483.198090	50.822954	950.747742	25607.277344	25591.628906
3v4t_protein	3v4t_ligand	517.870453	72.494914	714.354187	62719.828125	62398.441406
3vx3_protein	3vx3_ligand	374.078278	72.886399	513.234680	21851.345703	21616.423828
3w9k_protein	3w9k_ligand	351.516861	73.364247	479.139191	7986.625000	7762.730469
3w9r_protein	3w9r_ligand	325.776443	76.532440	425.671051	10599.796875	10373.915039
3wha_protein	3wha_ligand	382.005310	69.374721	550.640503	11880.126953	11666.756836
3vjc_protein	3vjc_ligand	646.275452	68.668803	941.148560	44326.894531	43975.492188
3w07_protein	3w07_ligand	319.227646	75.969802	420.203339	16571.839844	16353.587891
3wgg_protein	3wgg_ligand	554.421936	69.046336	802.970825	24808.416016	24502.542969
3wtj_protein	3wtj_ligand	313.453461	82.094771	381.819031	23388.173828	23143.085938
3wmc_protein	3wmc_ligand	286.221283	47.943798	596.993347	27354.117188	27378.667969
3wtl_protein	3wtl_ligand	306.337219	79.286827	386.365845	23419.214844	23192.906250
3wvm_protein	3wvm_ligand	411.587738	80.427166	511.752136	8343.432617	8032.009277
3wjw_protein	3wjw_ligand	338.885559	76.864266	440.888306	17084.593750	16847.710938
3w5n_protein	3w5n_ligand	192.971329	69.487063	277.708282	42255.554688	42147.320312
3wtm_protein	3wtm_ligand	303.340210	78.598919	385.934326	23524.468750	23303.722656
3wto_protein	3wto_ligand	271.625153	78.421529	346.365540	22970.894531	22774.009766
3wz6_protein	3wz6_ligand	394.985474	63.952187	617.626221	14758.827148	14586.482422
3wz7_protein	3wz7_ligand	477.677002	66.488091	718.439941	14573.512695	14336.598633
3w37_protein	3w37_ligand	403.659271	52.774124	764.881042	32083.259766	32040.822266
3wz8_protein	3wz8_ligand	428.560638	66.986090	639.775574	14761.688477	14544.342773
3wzn_protein	3wzn_ligand	291.051971	74.491345	390.719177	22330.478516	22139.093750
3x00_protein	3x00_ligand	337.010254	58.706096	574.063477	22893.962891	22794.005859
3zbx_protein	3zbx_ligand	378.519394	76.827219	492.689178	14817.267578	14552.917969
3zc5_protein	3zc5_ligand	401.042328	75.916698	528.266296	14951.708984	14677.890625
3zcl_protein	3zcl_ligand	363.454361	76.413253	475.643097	14891.547852	14640.282227
3zdv_protein	3zdv_ligand	239.956726	47.371685	506.540405	17536.216797	17562.843750
3zi8_protein	3zi8_ligand	161.190872	60.763843	265.274323	13218.975586	13161.868164
3zk6_protein	3zk6_ligand	388.950378	46.508737	836.295288	8237.531250	8295.925781
3zj6_protein	3zj6_ligand	282.446686	66.625708	423.930481	21387.279297	21246.316406
3zhx_protein	3zhx_ligand	267.515808	55.714281	480.156616	31957.642578	31902.767578
3zi0_protein	3zi0_ligand	289.638489	55.012097	526.499634	31483.240234	31430.462891
3zln_protein	3zln_ligand	438.691895	75.007347	584.865234	8258.606445	7966.087891
3zdg_protein	3zdg_ligand	279.865753	78.384106	357.044006	45903.910156	45701.222656
3zdh_protein	3zdh_ligand	286.830612	78.672747	364.587006	47140.355469	46931.281250
3zpu_protein	3zpu_ligand	668.352264	77.242923	865.260193	10539.190430	10067.746094
3zlr_protein	3zlr_ligand	576.710724	70.283070	820.554260	16124.557617	15791.690430
3zm9_protein	3zm9_ligand	526.591766	67.429712	780.949158	19727.914062	19455.679688
3zqe_protein	3zqe_ligand	254.699615	47.799197	532.853333	14571.438477	14594.892578
3zso_protein	3zso_ligand	439.219666	56.950805	771.226440	15662.989258	15555.776367
3zq9_protein	3zq9_ligand	254.341690	57.241134	444.333771	21849.501953	21785.152344
3zsq_protein	3zsq_ligand	403.834076	58.710715	687.837097	15448.822266	15328.991211
3zsx_protein	3zsx_ligand	364.190948	60.064117	606.336975	15480.394531	15358.349609
3zsy_protein	3zsy_ligand	355.691528	60.678065	586.194580	15327.581055	15202.392578
3zt2_protein	3zt2_ligand	300.836319	68.205860	441.071075	15314.627930	15154.026367
3zt3_protein	3zt3_ligand	307.464920	68.800308	446.894684	15291.750977	15123.715820
3zll_protein	3zll_ligand	203.714584	55.938011	364.179169	56257.433594	56214.183594
3zyf_protein	3zyf_ligand	197.456161	45.952471	429.696503	11428.051758	11462.835938
3zxz_protein	3zxz_ligand	407.385590	75.160456	542.021179	14947.098633	14674.348633
3zyu_protein	3zyu_ligand	344.032074	63.119418	545.049500	8450.538086	8307.523438
4a4q_protein	4a4q_ligand	693.487976	72.558566	955.763062	10538.433594	10107.220703
3zze_protein	3zze_ligand	383.563431	76.259463	502.971588	15017.903320	14753.748047
4a4v_protein	4a4v_ligand	414.839264	79.625478	520.988098	14800.770508	14492.080078
4a6b_protein	4a6b_ligand	691.882477	71.865569	962.745422	10706.054688	10285.035156
4a4w_protein	4a4w_ligand	508.407410	76.069485	668.346069	14427.490234	14079.021484
4a6c_protein	4a6c_ligand	692.630341	73.076881	947.810486	10742.409180	10304.958984
4a6s_protein	4a6s_ligand	190.844208	41.215840	463.036072	11384.185547	11465.533203
4a7i_protein	4a7i_ligand	380.982483	68.334299	557.527466	14635.434570	14430.997070
4ab9_protein	4ab9_ligand	199.283142	70.457732	282.840698	9968.694336	9852.968750
3zv7_protein	3zv7_ligand	241.352814	72.926895	330.951721	43667.074219	43515.320312
4aba_protein	4aba_ligand	199.037262	60.448070	329.269836	9919.292969	9850.488281
4a95_protein	4a95_ligand	341.889236	70.876069	482.376129	20123.826172	19922.423828
4abb_protein	4abb_ligand	194.017441	66.214308	293.014374	9858.805664	9763.785156
4abd_protein	4abd_ligand	203.615417	61.839555	329.264038	9825.637695	9747.670898
4abe_protein	4abe_ligand	200.119797	60.887168	328.673187	9897.271484	9825.705078
4abf_protein	4abf_ligand	207.633987	65.112265	318.886139	9913.183594	9816.801758
4abg_protein	4abg_ligand	215.419678	56.059740	384.268066	9918.171875	9871.600586
4abh_protein	4abh_ligand	213.157196	61.851410	344.627869	9901.593750	9819.907227
4a6l_protein	4a6l_ligand	431.624451	66.178770	652.209839	42201.261719	41990.222656
4ad6_protein	4ad6_ligand	196.778641	59.927354	328.361969	9106.426758	9041.231445
4aci_protein	4aci_ligand	201.352966	71.403523	281.993042	18141.060547	18020.347656
4ad2_protein	4ad2_ligand	269.627045	62.167987	433.707214	15297.933594	15192.386719
4ad3_protein	4ad3_ligand	277.868546	63.122692	440.203888	15213.829102	15098.295898
4ag8_protein	4ag8_ligand	411.027344	70.646370	581.809570	16078.622070	15838.376953
4acc_protein	4acc_ligand	372.143005	59.059252	630.118042	35759.347656	35645.179688
4agc_protein	4agc_ligand	421.295135	71.454276	589.601013	16152.667969	15899.678711
4ahr_protein	4ahr_ligand	230.287842	72.828297	316.206543	15691.116211	15546.747070
4ahs_protein	4ahs_ligand	199.533401	72.842035	273.926178	15549.320312	15424.179688
4ahu_protein	4ahu_ligand	200.957657	72.866104	275.790314	15883.660156	15757.535156
4afg_protein	4afg_ligand	270.861404	79.063748	342.586090	46679.949219	46480.812500
4aoi_protein	4aoi_ligand	371.400024	74.545391	498.219971	14920.809570	14676.229492
4alx_protein	4alx_ligand	331.729126	79.692955	416.259033	47247.468750	47000.269531
4ap7_protein	4ap7_ligand	357.839203	76.896257	465.353210	14918.198242	14667.873047
4aj4_protein	4aj4_ligand	270.203476	55.181759	489.660858	48255.468750	48204.722656
4aje_protein	4aje_ligand	248.710052	72.456957	343.252136	47792.164062	47637.996094
4aji_protein	4aji_ligand	297.347290	74.041947	401.593018	48369.046875	48175.945312
4ajl_protein	4ajl_ligand	348.975586	69.367801	503.080078	48341.250000	48146.378906
4aqh_protein	4aqh_ligand	379.320892	75.975591	499.266785	18271.193359	18011.818359
4asd_protein	4asd_ligand	482.119110	76.091616	633.603455	16601.263672	16270.628906
4ase_protein	4ase_ligand	498.688354	75.678012	658.960693	16795.134766	16456.718750
4att_protein	4att_ligand	260.130798	50.886153	511.201538	7880.764648	7871.704590
4auj_protein	4auj_ligand	254.042694	53.074310	478.654724	7865.903320	7836.472656
4av4_protein	4av4_ligand	247.942932	53.080481	467.107544	7908.109375	7879.331055
4av5_protein	4av5_ligand	290.704010	51.032020	569.650208	8241.916992	8230.159180
4asj_protein	4asj_ligand	376.920456	74.018636	509.223724	26812.232422	26567.615234
4ara_protein	4ara_ligand	396.231964	73.582407	538.487366	42982.660156	42728.683594
4ax9_protein	4ax9_ligand	470.842621	69.030235	682.081726	13995.998047	13736.394531
4arb_protein	4arb_ligand	386.293762	71.797432	538.032837	42533.988281	42299.433594
4arw_protein	4arw_ligand	322.085205	65.483384	491.857910	54483.781250	54331.468750
4avs_protein	4avs_ligand	142.137131	50.466705	281.645355	46117.625000	46114.996094
4ayp_protein	4ayp_ligand	343.338745	69.884761	491.292725	16670.582031	16475.197266
4ayq_protein	4ayq_ligand	214.414551	71.594804	299.483398	16499.113281	16369.767578
4ayu_protein	4ayu_ligand	140.342621	50.270046	279.177429	45911.445312	45909.937500
4az6_protein	4az6_ligand	332.055481	62.904930	527.868774	20063.318359	19927.076172
4azc_protein	4azc_ligand	239.833221	70.827155	338.617615	18834.750000	18693.701172
4azg_protein	4azg_ligand	343.184784	64.909906	528.709412	19076.755859	18919.095703
4az5_protein	4az5_ligand	246.583267	72.401686	340.576691	39867.597656	39715.007812
4b0b_protein	4b0b_ligand	260.973709	77.126444	338.371246	14805.878906	14622.302734
4azi_protein	4azi_ligand	359.685120	67.880485	529.880005	19160.232422	18970.742188
4azb_protein	4azb_ligand	331.968430	66.900227	496.214203	35453.027344	35285.304688
4b2i_protein	4b2i_ligand	149.792030	65.319423	229.322342	11230.124023	11159.862305
4b2l_protein	4b2l_ligand	202.313507	55.392632	365.235413	11215.539062	11176.147461
4b3b_protein	4b3b_ligand	321.907043	44.238734	727.658813	11430.414062	11514.258789
4b3c_protein	4b3c_ligand	154.869926	61.705821	250.981064	11730.972656	11672.213867
4b3d_protein	4b3d_ligand	154.337646	59.046924	261.381348	10817.219727	10769.925781
4b1j_protein	4b1j_ligand	498.814117	75.078737	664.388000	23305.486328	22972.246094
4b6r_protein	4b6r_ligand	345.757187	77.659265	445.223358	23556.105469	23309.814453
4b7p_protein	4b7p_ligand	429.379395	66.183955	648.766602	11766.242188	11556.250000
4b5d_protein	4b5d_ligand	361.902634	79.686024	454.160736	47574.835938	47305.191406
4b8y_protein	4b8y_ligand	398.210632	53.271186	747.515991	15092.081055	15043.175781
4b6o_protein	4b6o_ligand	335.065186	75.753463	442.310059	68595.773438	68367.953125
4b9k_protein	4b9k_ligand	371.372284	57.766677	642.883240	17364.183594	17264.322266
4b7j_protein	4b7j_ligand	324.664856	72.077416	450.439087	50219.769531	50020.878906
4b6p_protein	4b6p_ligand	326.552216	76.688687	425.815369	66085.382812	65858.093750
4b32_protein	4b32_ligand	162.598572	60.735982	267.713745	11287.756836	11230.273438
4b33_protein	4b33_ligand	162.506744	61.243898	265.343567	11291.129883	11231.459961
4b34_protein	4b34_ligand	165.948196	64.301315	258.079010	11227.365234	11153.547852
4b6s_protein	4b6s_ligand	327.185806	76.766779	426.207550	83825.929688	83597.765625
4b35_protein	4b35_ligand	167.664047	55.194497	303.769501	11227.891602	11196.333008
4b7r_protein	4b7r_ligand	323.164749	70.668871	457.294342	49839.703125	49650.667969
4b9z_protein	4b9z_ligand	422.560150	55.192009	765.618347	31744.642578	31665.140625
4bah_protein	4bah_ligand	430.270233	68.790200	625.481873	14150.552734	13915.494141
4bak_protein	4bak_ligand	471.755371	70.376578	670.330078	13945.260742	13672.080078
4bam_protein	4bam_ligand	462.416626	72.026060	642.012939	13933.105469	13650.285156
4ban_protein	4ban_ligand	456.385376	71.974072	634.096924	13966.416016	13687.742188
4bao_protein	4bao_ligand	456.051270	72.529062	628.784180	13854.628906	13571.310547
4baq_protein	4baq_ligand	471.245941	71.297654	660.955750	13762.487305	13480.951172
4b73_protein	4b73_ligand	372.737823	69.244534	538.292053	57571.796875	57364.613281
4b74_protein	4b74_ligand	432.239929	69.623191	620.827515	56749.281250	56505.628906
4b76_protein	4b76_ligand	256.571564	67.755195	378.674377	57460.183594	57325.714844
4bb9_protein	4bb9_ligand	272.354797	77.735270	350.361938	24939.308594	24744.960938
4bc5_protein	4bc5_ligand	174.943115	65.284062	267.972168	20960.326172	20878.412109
4bck_protein	4bck_ligand	376.876678	69.684930	540.829529	29735.636719	29522.712891
4bcs_protein	4bcs_ligand	302.056366	78.240387	386.061951	23764.050781	23546.000000
4bcm_protein	4bcm_ligand	426.587311	68.406729	623.604309	26110.447266	25880.876953
4bcn_protein	4bcn_ligand	351.270599	71.865165	488.791199	26098.560547	25884.810547
4bco_protein	4bco_ligand	461.985260	70.213463	657.972473	25931.361328	25665.363281
4bcp_protein	4bcp_ligand	423.621582	74.197921	570.934570	26217.613281	25941.304688
4bks_protein	4bks_ligand	299.096085	59.649730	501.420685	17104.078125	17007.306641
4bkt_protein	4bkt_ligand	239.721130	54.303593	441.446167	17288.667969	17250.671875
4bi6_protein	4bi6_ligand	175.863747	73.492183	239.295853	21690.246094	21577.814453
4bi7_protein	4bi7_ligand	174.080841	72.233428	240.997620	21360.558594	21253.394531
4bj8_protein	4bj8_ligand	283.425980	73.391066	386.185944	22216.226562	22035.560547
4bqg_protein	4bqg_ligand	290.683380	74.413166	390.634338	11744.330078	11553.597656
4bqs_protein	4bqs_ligand	225.763809	72.107127	313.095001	8867.422852	8728.990234
4buq_protein	4buq_ligand	250.111710	52.332347	477.929474	8238.025391	8215.731445
4bs0_protein	4bs0_ligand	194.870575	74.649387	261.047791	12032.388672	11903.695312
4btk_protein	4btk_ligand	314.359940	68.561062	458.510895	15091.636719	14921.427734
4bqh_protein	4bqh_ligand	378.796188	78.228225	484.219330	27325.902344	27052.529297
4c1t_protein	4c1t_ligand	511.600189	73.303034	697.924988	17540.128906	17214.853516
4c2v_protein	4c2v_ligand	482.736237	63.339538	762.140442	17935.574219	17732.242188
4c1u_protein	4c1u_ligand	383.506073	70.172633	546.518005	17380.693359	17160.199219
4c1y_protein	4c1y_ligand	164.038391	53.014039	309.424438	27480.734375	27462.082031
4c9x_protein	4c9x_ligand	378.056427	66.156629	571.456604	18121.269531	17936.613281
4c52_protein	4c52_ligand	449.393188	61.301794	733.083252	16675.095703	16509.392578
4c5d_protein	4c5d_ligand	483.691559	61.827946	782.318665	30920.105469	30735.041016
4br3_protein	4br3_ligand	386.909119	59.749449	647.552612	36928.609375	36802.343750
4cc5_protein	4cc5_ligand	207.458618	74.446720	278.667236	17596.091797	17459.841797
4cd0_protein	4cd0_ligand	409.622711	65.837206	622.175110	16193.056641	15995.986328
4cd4_protein	4cd4_ligand	280.765686	63.608765	441.394653	15964.385742	15844.249023
4cfl_protein	4cfl_ligand	272.525360	59.727247	456.283142	8497.349609	8408.582031
