Receptor	Ligand	Score(pK)	Energy	gauss_1	gauss_2	repulsion	hydrophobic	Hydrogen	Cl	Br	I
3jdw_protein	3jdw_ligand	1.894311	-2.583840	35.55992	654.43435	4.59799	4.80025	4.07906	0.00000	0.00000	0.00000	
3jrs_protein	3jrs_ligand	5.112991	-6.974120	45.30360	1161.51324	1.37008	48.53847	1.46784	0.00000	0.00000	0.00000	
3jrx_protein	3jrx_ligand	9.502610	-12.961560	123.20497	1764.04778	2.18106	65.76133	4.75783	0.00000	0.00000	0.00000	
3juk_protein	3juk_ligand	6.360960	-8.676350	127.27241	2014.71199	7.39079	0.45309	10.29314	0.00000	0.00000	0.00000	
3juo_protein	3juo_ligand	5.505506	-7.509510	85.53069	1061.91626	3.61156	34.21668	3.40354	0.00000	0.45906	0.00000	
3jup_protein	3jup_ligand	5.445000	-7.426980	66.49082	1028.91418	3.41346	48.98734	3.75639	0.00000	0.00000	0.00000	
3jvr_protein	3jvr_ligand	4.747581	-6.475700	89.39099	881.01135	1.91925	39.58149	0.82637	0.00000	0.00000	0.00000	
3jvs_protein	3jvs_ligand	5.513438	-7.520330	103.13016	1119.58389	3.46359	54.32662	2.17807	0.00000	0.00000	0.00000	
3jy0_protein	3jy0_ligand	5.507896	-7.512770	64.25445	1124.35827	2.00507	29.28973	2.02604	0.00000	0.00000	0.00000	
3jya_protein	3jya_ligand	5.660264	-7.720600	57.56521	992.36276	0.74507	27.17742	0.00000	0.86052	0.00000	0.00000	
3jyr_protein	3jyr_ligand	6.808468	-9.286750	146.51171	2220.59068	7.66695	11.12974	12.05168	0.00000	0.00000	0.00000	
3jzh_protein	3jzh_ligand	2.797742	-3.816120	107.12171	1197.41356	4.62650	23.34249	3.08188	0.00000	0.00000	0.00000	
3jzj_protein	3jzj_ligand	7.355645	-10.033100	139.80552	2540.04961	8.19162	6.66787	13.11222	0.00000	0.00000	0.00000	
3k00_protein	3k00_ligand	5.174245	-7.057670	162.17236	2661.63856	17.20356	0.00000	15.37636	0.00000	0.00000	0.00000	
3k1j_protein	3k1j_ligand	6.901078	-9.413070	132.95095	1581.58705	6.30489	0.00000	9.66166	0.00000	0.00000	0.00000	
3k02_protein	3k02_ligand	6.734267	-9.185540	144.91810	2825.75685	9.77782	1.52955	14.22805	0.00000	0.00000	0.00000	
3k4d_protein	3k4d_ligand	2.754142	-3.756650	72.97323	891.63389	9.26959	0.00000	8.36059	0.00000	0.00000	0.00000	
3k4q_protein	3k4q_ligand	3.939128	-5.372970	95.30709	1368.76369	8.48435	0.00000	9.93510	0.00000	0.00000	0.00000	
3k5v_protein	3k5v_ligand	6.205345	-8.464090	77.33301	1437.99248	0.82419	55.88112	0.00000	0.00000	0.00000	0.00000	
3k8c_protein	3k8c_ligand	3.935455	-5.367960	62.95149	827.47940	4.20178	0.00000	7.55223	0.00000	0.00000	0.00000	
3k8o_protein	3k8o_ligand	4.437823	-6.053190	103.82309	1315.19474	4.34742	1.95915	3.08419	0.00000	0.00000	0.00000	
3k8q_protein	3k8q_ligand	4.428607	-6.040620	87.51274	1066.88513	2.10971	1.70295	2.13940	0.00000	0.00000	0.00000	
3k37_protein	3k37_ligand	5.620374	-7.666190	95.68995	1251.10370	6.36056	16.67960	10.08723	0.00000	0.00000	0.00000	
3k97_protein	3k97_ligand	6.168820	-8.414270	75.97310	1295.05225	2.02834	26.91576	2.16175	0.00000	0.00000	0.00000	
3k99_protein	3k99_ligand	6.408343	-8.740980	74.74346	1260.55857	1.84872	30.08440	1.00000	0.00000	0.00000	0.00000	
3kdb_protein	3kdb_ligand	7.994465	-10.904450	153.84656	2410.21853	6.42125	94.24498	3.59969	0.00000	0.00000	0.00000	
3kdc_protein	3kdc_ligand	8.202515	-11.188230	154.65586	2406.17575	5.02114	85.65089	2.87291	0.00000	0.00000	0.00000	
3kdd_protein	3kdd_ligand	7.479743	-10.202370	155.30117	2420.71199	7.77236	85.86782	3.85897	0.00000	0.00000	0.00000	
3kdm_protein	3kdm_ligand	8.787229	-11.985780	85.51272	1318.23528	2.00359	102.96628	0.96927	0.00000	0.00000	0.00000	
3kgp_protein	3kgp_ligand	3.136679	-4.278430	49.30992	691.00545	1.46526	3.73961	1.16535	0.00000	0.00000	0.00000	
3kgt_protein	3kgt_ligand	5.251239	-7.162690	49.96035	1198.38877	2.44624	33.93395	1.18908	0.00000	0.00000	0.00000	
3kgu_protein	3kgu_ligand	4.929135	-6.723340	44.48435	1148.93667	2.30740	28.87524	1.24331	0.00000	0.00000	0.00000	
3kiv_protein	3kiv_ligand	1.666855	-2.273590	54.01441	429.21242	5.83709	20.25186	5.22367	0.00000	0.00000	0.00000	
3kjd_protein	3kjd_ligand	6.233497	-8.502490	83.69135	1000.40870	1.86034	38.73713	2.66072	0.00000	0.00000	0.00000	
3kku_protein	3kku_ligand	3.701664	-5.049070	79.07958	994.04346	3.90463	20.46918	1.93423	0.00000	0.96908	0.00000	
3kmx_protein	3kmx_ligand	4.130872	-5.634510	68.19252	954.24843	2.98187	26.74429	3.96507	0.00000	0.00000	0.00000	
3kmy_protein	3kmy_ligand	4.029912	-5.496800	47.78350	848.12035	2.75370	38.17649	2.59673	0.00000	0.00000	0.00000	
3kqr_protein	3kqr_ligand	2.234391	-3.047710	38.80505	354.56052	1.12190	0.00000	2.39254	0.00000	0.00000	0.00000	
3kv2_protein	3kv2_ligand	4.156811	-5.669890	56.63050	852.23250	4.74519	0.35323	8.32637	0.00000	0.00000	0.00000	
3kyq_protein	3kyq_ligand	2.520117	-3.437440	42.39151	871.58452	0.67221	34.69182	0.00000	0.00000	0.00000	0.00000	
3l3l_protein	3l3l_ligand	6.337500	-8.644350	87.00315	1003.27716	1.94998	45.85506	2.41725	0.00000	0.00000	0.00000	
3l3m_protein	3l3m_ligand	7.240968	-9.876680	116.76142	1279.81095	2.90721	49.96159	2.61874	0.00000	0.00000	0.00000	
3l4u_protein	3l4u_ligand	3.547962	-4.839420	77.80112	1215.74100	5.63637	0.00000	6.95250	0.00000	0.00000	0.00000	
3l4v_protein	3l4v_ligand	3.840616	-5.238600	85.67344	1345.22555	5.30245	0.00000	6.78079	0.00000	0.00000	0.00000	
3l4w_protein	3l4w_ligand	4.098746	-5.590690	75.03235	949.81286	4.72694	0.00000	6.44714	0.00000	0.00000	0.00000	
3l4x_protein	3l4x_ligand	3.609692	-4.923620	82.49018	1344.53670	5.58733	0.00000	6.43786	0.00000	0.00000	0.00000	
3l4y_protein	3l4y_ligand	3.783218	-5.160310	92.95490	1406.85094	5.89129	0.00000	6.41653	0.00000	0.00000	0.00000	
3l4z_protein	3l4z_ligand	3.906650	-5.328670	81.11908	1159.56817	5.22082	0.00000	6.46740	0.00000	0.00000	0.00000	
3l59_protein	3l59_ligand	4.130095	-5.633450	40.19623	831.32657	2.98634	25.46208	4.01173	0.00000	0.00000	0.00000	
3ldp_protein	3ldp_ligand	4.848123	-6.612840	120.29963	1514.15835	6.08703	4.46309	3.73087	0.00000	0.00000	0.00000	
3ldq_protein	3ldq_ligand	4.723585	-6.442970	97.18063	1253.15681	3.65940	0.72031	3.75289	0.00000	0.00000	0.00000	
3lgs_protein	3lgs_ligand	5.612405	-7.655320	105.52113	1158.51032	4.29676	0.00000	4.14725	0.00000	0.00000	0.00000	
3liw_protein	3liw_ligand	6.389963	-8.715910	134.03882	1653.95119	5.11954	60.90942	4.14349	0.00000	0.00000	0.00000	
3ljo_protein	3ljo_ligand	5.250491	-7.161670	95.49150	1228.05260	3.81043	9.55244	5.85318	0.00000	0.00000	0.00000	
3lmk_protein	3lmk_ligand	3.580704	-4.884080	70.71124	709.05227	6.44554	7.53167	8.75939	0.00000	0.00000	0.00000	
3lp4_protein	3lp4_ligand	2.906957	-3.965090	39.95851	703.77336	2.82505	3.22114	4.38275	0.00000	0.00000	0.00000	
3lp7_protein	3lp7_ligand	4.017361	-5.479680	59.19594	910.46627	5.13172	1.50403	7.72713	0.00000	0.00000	0.00000	
3lpi_protein	3lpi_ligand	7.888812	-10.760340	146.61012	2299.99158	5.14103	76.15976	6.51575	0.00000	0.00000	0.00000	
3lpk_protein	3lpk_ligand	9.210205	-12.562720	169.94667	2421.72141	5.77332	81.02737	7.62809	0.00000	0.00000	0.00000	
3lpl_protein	3lpl_ligand	3.520572	-4.802060	49.15290	740.61068	1.67338	4.44250	2.73011	0.00000	0.00000	0.00000	
3lpp_protein	3lpp_ligand	4.115271	-5.613230	96.99379	1429.64908	5.64888	0.00000	7.02064	0.00000	0.00000	0.00000	
3lq2_protein	3lq2_ligand	6.060469	-8.266480	133.39438	1670.87291	6.51693	27.20930	4.36807	0.00000	0.00000	0.00000	
3lvw_protein	3lvw_ligand	3.974597	-5.421350	74.39754	1180.22450	4.52127	0.50612	6.19674	0.00000	0.00000	0.00000	
3lxk_protein	3lxk_ligand	6.135315	-8.368570	95.01969	1420.53894	2.64185	20.86081	1.04984	0.00000	0.00000	0.00000	
3lzs_protein	3lzs_ligand	6.238336	-8.509090	111.17563	2045.05356	5.63929	51.45425	5.80874	0.00000	0.00000	0.00000	
3lzu_protein	3lzu_ligand	5.417001	-7.388790	110.39783	2006.19505	7.33665	49.67866	5.36494	0.00000	0.00000	0.00000	
3lzz_protein	3lzz_ligand	2.612067	-3.562860	74.55770	1093.14965	4.72715	0.00000	1.37526	0.00000	0.00000	0.00000	
3m3c_protein	3m3c_ligand	3.561488	-4.857870	66.40840	860.19835	4.12684	2.00000	7.79005	0.00000	0.00000	0.00000	
3m3z_protein	3m3z_ligand	4.056701	-5.533340	105.76846	1269.59668	5.70062	0.00000	4.14776	0.00000	0.00000	0.00000	
3m8u_protein	3m8u_ligand	6.331774	-8.636540	196.34039	2371.66489	9.33054	10.42354	13.63302	0.00000	0.00000	0.00000	
3m35_protein	3m35_ligand	6.250110	-8.525150	111.75707	1487.77885	4.05393	50.73697	3.82823	0.00000	0.00000	0.00000	
3m36_protein	3m36_ligand	8.645550	-11.792530	150.25861	1782.36364	3.41818	88.15501	3.75140	0.00000	0.00000	0.00000	
3m37_protein	3m37_ligand	8.326048	-11.356730	159.47281	1771.86726	4.95335	100.02410	4.26666	0.00000	0.00000	0.00000	
3mam_protein	3mam_ligand	1.723226	-2.350480	49.85626	465.13241	1.84297	0.00000	0.00000	0.00000	0.00000	0.00000	
3mf5_protein	3mf5_ligand	6.561437	-8.949800	78.82381	1156.19256	1.97578	78.29460	2.02113	0.00000	0.00000	0.00000	
3mfv_protein	3mfv_ligand	3.652023	-4.981360	68.62219	925.94965	5.35177	1.49328	6.22976	0.00000	0.00000	0.00000	
3mfw_protein	3mfw_ligand	3.222045	-4.394870	48.60122	829.24718	3.61419	0.00000	4.17769	0.00000	0.00000	0.00000	
3mhw_protein	3mhw_ligand	2.733959	-3.729120	54.53971	671.87513	3.59408	3.31924	2.08434	0.00000	0.00000	0.00000	
3miy_protein	3miy_ligand	5.766151	-7.865030	85.85697	1387.91384	2.42841	54.71794	1.69693	0.00000	0.00000	0.00000	
3mjl_protein	3mjl_ligand	1.422625	-1.940460	27.16823	412.60672	2.21500	0.00000	1.29531	0.00000	0.00000	0.00000	
3mof_protein	3mof_ligand	2.244575	-3.061600	33.12300	414.68886	2.25837	0.00000	3.10558	0.00000	0.00000	0.00000	
3ms9_protein	3ms9_ligand	3.941686	-5.376460	56.85521	716.36938	0.92103	31.41757	0.08300	0.27326	0.00000	0.00000	
3mss_protein	3mss_ligand	4.362654	-5.950660	54.85279	859.00811	0.22127	57.50510	0.00000	0.00000	0.00000	0.00000	
3muz_protein	3muz_ligand	3.870997	-5.280040	48.82870	914.78172	3.73492	6.68659	5.57528	0.00000	0.00000	0.00000	
3mv0_protein	3mv0_ligand	3.489868	-4.760180	79.32777	884.53277	7.20630	0.00000	7.27318	0.00000	0.00000	0.00000	
3mxd_protein	3mxd_ligand	6.534318	-8.912810	130.45723	2267.21475	6.54258	50.07504	5.27716	0.00000	0.00000	0.00000	
3mxe_protein	3mxe_ligand	7.003145	-9.552290	122.91535	2338.81027	4.76948	56.03130	4.59374	0.00000	0.00000	0.00000	
3myg_protein	3myg_ligand	4.454714	-6.076230	96.33326	1453.82619	4.24984	12.06081	2.24775	0.00000	0.00000	0.00000	
3n1c_protein	3n1c_ligand	4.001532	-5.458090	73.68033	907.39690	9.58211	0.00000	13.82901	0.00000	0.00000	0.00000	
3n3g_protein	3n3g_ligand	3.957522	-5.398060	92.44817	1048.35003	3.59595	43.82529	0.67603	0.00000	0.00000	0.00000	
3n7a_protein	3n7a_ligand	5.235499	-7.141220	67.82612	861.77083	5.50020	7.36023	9.69035	0.00000	0.00000	0.00000	
3n7o_protein	3n7o_ligand	7.578856	-10.337560	152.43787	1497.05678	5.37665	49.27722	5.62144	0.00000	0.00000	0.00000	
3n8k_protein	3n8k_ligand	5.396342	-7.360610	70.17266	852.03750	4.33172	9.13719	7.56419	0.00000	0.00000	0.00000	
3n35_protein	3n35_ligand	3.394208	-4.629700	52.24757	707.59045	3.17136	4.31189	4.61679	0.00000	0.00000	0.00000	
3n76_protein	3n76_ligand	7.213350	-9.839010	124.89944	1589.85493	7.06368	53.56811	9.47335	0.00000	0.00000	0.00000	
3n86_protein	3n86_ligand	8.010374	-10.926150	129.89022	1682.94246	7.08789	47.23877	10.34059	0.00000	0.00000	0.00000	
3nee_protein	3nee_ligand	5.122903	-6.987640	51.74586	1136.74763	0.75141	62.09819	0.67057	0.00000	0.00000	0.00000	
3neo_protein	3neo_ligand	5.496056	-7.496620	73.59319	1412.26343	2.22456	78.59879	0.00000	0.00000	0.00000	0.00000	
3nes_protein	3nes_ligand	4.811085	-6.562320	54.34313	1154.44952	1.47533	66.02492	0.16445	0.00000	0.00000	0.00000	
3nex_protein	3nex_ligand	5.577471	-7.607670	79.60447	1425.20201	2.15697	73.45578	0.00000	0.00000	0.00000	0.00000	
3ng4_protein	3ng4_ligand	3.236906	-4.415140	37.13768	1043.53251	2.51622	0.00000	3.21625	0.00000	0.00000	0.00000	
3nhi_protein	3nhi_ligand	6.053087	-8.256410	123.20047	1450.74562	2.36223	119.97184	2.81418	0.00000	0.00000	0.00000	
3nht_protein	3nht_ligand	4.896276	-6.678520	105.05310	1343.91279	2.57481	92.45231	1.00000	0.00000	0.00000	0.00000	
3nkk_protein	3nkk_ligand	4.437251	-6.052410	70.76373	745.18806	2.69288	6.78310	3.82830	0.00000	0.00000	0.00000	
3nox_protein	3nox_ligand	4.642375	-6.332200	84.29116	1252.08686	5.43061	28.98507	2.91116	0.00000	0.00000	0.00000	
3npc_protein	3npc_ligand	10.179853	-13.885320	147.57756	2286.13779	2.46967	91.67150	3.75761	0.00000	0.00000	0.00000	
3nq3_protein	3nq3_ligand	3.659487	-4.991540	46.24839	681.99203	0.80405	80.97224	0.00000	0.00000	0.00000	0.00000	
3nq9_protein	3nq9_ligand	2.031444	-2.770890	20.36741	453.56519	0.29052	26.32656	0.00000	0.00000	0.00000	0.00000	
3nsn_protein	3nsn_ligand	4.893079	-6.674160	131.78244	1941.92919	5.75931	2.75879	7.02993	0.00000	0.00000	0.00000	
3nu3_protein	3nu3_ligand	6.716679	-9.161550	116.06679	2013.68013	3.71097	53.30698	4.87346	0.00000	0.00000	0.00000	
3nu4_protein	3nu4_ligand	6.703600	-9.143710	118.51320	1988.76164	3.53459	55.87475	4.48734	0.00000	0.00000	0.00000	
3nu5_protein	3nu5_ligand	6.253057	-8.529170	117.99062	1985.53691	4.66769	54.97334	4.36193	0.00000	0.00000	0.00000	
3nu6_protein	3nu6_ligand	6.235777	-8.505600	117.71568	1984.76930	4.72676	54.84982	4.41676	0.00000	0.00000	0.00000	
3nu9_protein	3nu9_ligand	6.088673	-8.304950	103.38769	1927.53920	3.83752	51.42798	4.11643	0.00000	0.00000	0.00000	
3nuj_protein	3nuj_ligand	5.966437	-8.138220	114.01347	2001.98655	5.85787	57.74157	4.83148	0.00000	0.00000	0.00000	
3nuo_protein	3nuo_ligand	6.511188	-8.881260	116.53850	1985.44356	4.20710	56.50588	4.77039	0.00000	0.00000	0.00000	
3nw3_protein	3nw3_ligand	4.533094	-6.183140	122.80320	1904.88697	6.72567	11.40888	3.61397	0.00000	0.00000	0.00000	
3nyd_protein	3nyd_ligand	3.149824	-4.296360	69.86844	869.82568	4.17857	15.72846	0.93395	0.00000	0.00000	0.00000	
3nyx_protein	3nyx_ligand	7.325044	-9.991360	115.85312	1511.46875	4.78731	39.29325	4.20901	0.00000	0.00000	0.00000	
3o4k_protein	3o4k_ligand	3.951158	-5.389380	195.97154	3051.62480	16.05655	36.00243	8.76414	0.00000	0.00000	0.00000	
3o5n_protein	3o5n_ligand	4.948262	-6.749430	104.37731	1168.04746	7.46073	46.40818	4.82224	0.00000	0.00000	0.00000	
3o5x_protein	3o5x_ligand	3.298519	-4.499180	39.86511	1096.36904	3.63964	11.11404	3.97914	0.00000	0.00000	0.00000	
3o8p_protein	3o8p_ligand	6.865183	-9.364110	83.11511	1190.41347	1.92415	45.60990	3.27917	0.00000	0.00000	0.00000	
3o9a_protein	3o9a_ligand	6.728145	-9.177190	127.02244	2155.16841	4.32380	52.07754	5.33227	0.00000	0.00000	0.00000	
3o9d_protein	3o9d_ligand	7.031151	-9.590490	135.79664	2191.75655	4.93837	50.87148	5.79440	0.00000	0.00000	0.00000	
3o9e_protein	3o9e_ligand	6.837405	-9.326220	133.73228	2185.43095	4.83689	61.44434	5.75752	0.00000	0.00000	0.00000	
3o9i_protein	3o9i_ligand	7.038497	-9.600510	140.09763	2244.30478	4.88722	53.75959	5.78988	0.00000	0.00000	0.00000	
3o75_protein	3o75_ligand	4.286716	-5.847080	85.74828	1107.17267	8.39992	0.00000	10.54419	0.00000	0.00000	0.00000	
3o84_protein	3o84_ligand	6.266180	-8.547070	116.30433	1213.21900	2.38178	34.28515	1.62783	0.00000	0.00000	0.00000	
3o99_protein	3o99_ligand	6.822691	-9.306150	127.65871	2143.78495	4.74758	55.29158	5.77093	0.00000	0.00000	0.00000	
3oaf_protein	3oaf_ligand	5.440887	-7.421370	86.96410	1108.94102	2.53387	37.81092	1.94847	0.00000	0.00000	0.00000	
3ocp_protein	3ocp_ligand	5.905264	-8.054780	81.62503	1140.50669	3.63379	0.00000	5.57253	0.00000	0.00000	0.00000	
3ocz_protein	3ocz_ligand	4.648666	-6.340780	120.77643	1286.40547	5.09957	0.00000	3.26678	0.00000	0.00000	0.00000	
3oe4_protein	3oe4_ligand	6.882889	-9.388260	157.87082	1896.42122	9.04758	12.05515	9.48628	0.00000	0.00000	0.00000	
3oe5_protein	3oe5_ligand	6.652207	-9.073610	148.88954	1776.87206	8.14994	25.86160	9.06656	0.00000	0.00000	0.00000	
3ok9_protein	3ok9_ligand	5.377067	-7.334320	132.07974	2192.22915	8.94039	53.87736	4.65266	0.00000	0.00000	0.00000	
3old_protein	3old_ligand	6.347141	-8.657500	168.20433	2935.13839	12.54016	6.96187	17.41712	0.00000	0.00000	0.00000	
3ov1_protein	3ov1_ligand	4.978651	-6.790880	93.04635	1253.31583	6.24972	25.22499	10.48211	0.00000	0.00000	0.00000	
3ove_protein	3ove_ligand	5.429949	-7.406450	100.97624	1369.35106	6.75884	37.39190	10.75108	0.00000	0.00000	0.00000	
3owj_protein	3owj_ligand	6.870352	-9.371160	62.19229	1115.89913	0.67278	55.42794	0.51037	0.00000	0.00000	0.00000	
3own_protein	3own_ligand	9.044135	-12.336200	145.99477	2557.29505	6.37102	67.18504	7.72138	0.00000	0.00000	0.00000	
3oy8_protein	3oy8_ligand	3.032038	-4.135700	56.13595	764.44310	4.62046	0.00000	8.47957	0.00000	0.00000	0.00000	
3oyw_protein	3oyw_ligand	3.289091	-4.486320	53.13909	710.65711	3.50747	0.00000	6.77091	0.00000	0.00000	0.00000	
3ozg_protein	3ozg_ligand	5.191012	-7.080540	126.62056	1360.18936	8.79420	11.03392	9.64054	0.00000	0.00000	0.00000	
3ozj_protein	3ozj_ligand	4.542603	-6.196110	46.73763	1298.54473	3.85126	51.07512	0.00000	0.00000	0.00000	0.00000	
3ozp_protein	3ozp_ligand	5.403292	-7.370090	133.24999	1281.72239	7.82148	32.91704	7.19838	0.00000	0.00000	0.00000	
3ozr_protein	3ozr_ligand	4.795484	-6.541040	85.48032	1305.69899	6.50254	10.94030	7.70193	0.00000	0.00000	0.00000	
3ozs_protein	3ozs_ligand	6.823908	-9.307810	142.04451	1924.78056	6.61505	19.36653	7.00034	0.00000	0.00000	0.00000	
3ozt_protein	3ozt_ligand	7.194663	-9.813520	148.28096	1758.40880	6.46389	25.67871	7.81540	0.00000	0.00000	0.00000	
3p2e_protein	3p2e_ligand	6.158754	-8.400540	99.50454	1561.38947	5.20960	0.98448	9.06104	0.00000	0.00000	0.00000	
3p3r_protein	3p3r_ligand	5.209905	-7.106310	63.44087	1175.33223	2.44879	34.16480	2.22244	0.00000	0.00000	0.00000	
3p3s_protein	3p3s_ligand	4.804582	-6.553450	60.02006	1076.21996	3.10459	27.39668	2.82835	0.00000	0.00000	0.00000	
3p3t_protein	3p3t_ligand	4.565968	-6.227980	67.69212	1071.62249	2.96530	41.91733	1.93605	0.00000	0.00000	0.00000	
3p5o_protein	3p5o_ligand	6.321943	-8.623130	80.77790	1291.39857	1.17726	61.70482	0.74316	0.00000	0.00000	0.00000	
3p7i_protein	3p7i_ligand	2.816760	-3.842060	50.07299	539.89940	6.27551	0.00000	8.71982	0.00000	0.00000	0.00000	
3p8n_protein	3p8n_ligand	6.785726	-9.255730	163.53473	1992.05042	4.60802	48.11466	4.46768	0.00000	0.94035	0.00000	
3p8o_protein	3p8o_ligand	6.224032	-8.489580	140.18031	1917.62847	4.62733	45.03528	4.87528	0.00000	0.00000	0.00000	
3p8p_protein	3p8p_ligand	3.518453	-4.799170	84.78772	1075.90578	7.70169	24.42728	7.93889	0.00000	0.00000	0.00000	
3p8z_protein	3p8z_ligand	6.822177	-9.305450	132.00854	1923.83269	5.18142	21.49651	6.80139	0.00000	0.00000	0.00000	
3p9l_protein	3p9l_ligand	5.839457	-7.965020	192.42108	2882.57353	10.01210	96.17245	12.50272	0.00000	0.00000	0.00000	
3p9m_protein	3p9m_ligand	6.248160	-8.522490	185.82248	2779.84853	8.74068	94.46181	13.27385	0.00000	0.00000	0.00000	
3p17_protein	3p17_ligand	6.172654	-8.419500	92.66395	1339.71686	2.20066	48.55579	2.65312	0.00000	0.00000	0.00000	
3pd9_protein	3pd9_ligand	5.068343	-6.913220	89.37271	923.66006	5.83467	7.98429	6.80863	0.00000	0.00000	0.00000	
3pe1_protein	3pe1_ligand	7.940059	-10.830240	105.63978	1340.47148	2.37680	68.43921	2.82654	0.00000	0.00000	0.00000	
3pe2_protein	3pe2_ligand	7.913673	-10.794250	106.35192	1369.27607	2.56172	66.55218	2.83464	0.00000	0.00000	0.00000	
3pfp_protein	3pfp_ligand	4.552258	-6.209280	94.47889	1099.68008	7.94089	4.03861	12.49683	0.00000	0.00000	0.00000	
3pgl_protein	3pgl_ligand	2.311994	-3.153560	35.14714	890.89553	1.97541	15.17781	0.00000	0.00000	0.00000	0.00000	
3pju_protein	3pju_ligand	10.269516	-14.007620	163.58033	2199.84383	7.50424	0.00000	10.94386	0.00000	0.00000	0.00000	
3pn1_protein	3pn1_ligand	5.145249	-7.018120	101.84102	1318.30852	3.36676	11.38131	3.93265	0.00000	0.00000	0.00000	
3po1_protein	3po1_ligand	5.122038	-6.986460	103.87914	1181.29715	2.98751	18.22985	2.23438	0.00000	0.00000	0.00000	
3ppm_protein	3ppm_ligand	5.991092	-8.171850	110.88125	1559.83415	4.95602	73.50628	3.51545	0.00000	0.00000	0.00000	
3ppp_protein	3ppp_ligand	2.755147	-3.758020	40.65994	557.08395	0.65279	0.00000	0.72194	0.00000	0.00000	0.00000	
3ppq_protein	3ppq_ligand	1.717984	-2.343330	38.51870	464.55277	1.28394	0.00000	0.00000	0.00000	0.00000	0.00000	
3ppr_protein	3ppr_ligand	4.027009	-5.492840	52.45235	694.98649	1.61022	19.79543	1.74054	0.00000	0.00000	0.00000	
3prs_protein	3prs_ligand	6.336349	-8.642780	135.26936	2331.75896	5.62886	62.58586	6.27667	0.00000	0.00000	0.00000	
3pwd_protein	3pwd_ligand	5.689597	-7.760610	64.63902	1109.68907	2.42333	53.38499	1.00000	0.00000	0.00000	0.00000	
3pwk_protein	3pwk_ligand	2.529509	-3.450250	44.94156	665.56620	5.23854	4.06168	5.24949	0.00000	0.00000	0.00000	
3pwm_protein	3pwm_ligand	6.155770	-8.396470	121.15451	2065.96276	6.57348	50.47391	6.08170	0.00000	0.00000	0.00000	
3pww_protein	3pww_ligand	7.999802	-10.911730	132.35841	2282.56563	4.87645	87.99046	6.90500	0.00000	0.00000	0.00000	
3pyy_protein	3pyy_ligand	6.768123	-9.231720	89.17558	1289.10751	2.59849	56.25038	1.19139	0.00000	0.00000	0.00000	
3q1x_protein	3q1x_ligand	2.126327	-2.900310	43.41880	529.75014	3.69986	0.00000	3.81217	0.00000	0.00000	0.00000	
3q2j_protein	3q2j_ligand	5.172617	-7.055450	83.32303	937.16951	2.57225	43.04579	3.00000	0.00000	0.00000	0.00000	
3q6w_protein	3q6w_ligand	8.294120	-11.313180	133.14416	2017.85549	3.00696	49.36302	2.72384	0.00000	0.00000	0.00000	
3q6z_protein	3q6z_ligand	5.795594	-7.905190	112.67115	1764.20508	3.91126	0.00000	6.17890	0.00000	0.00000	0.00000	
3q7q_protein	3q7q_ligand	5.119692	-6.983260	115.53491	1193.55408	6.81627	0.00000	10.77901	0.00000	0.00000	0.00000	
3q71_protein	3q71_ligand	6.756628	-9.216040	140.04546	2006.98246	7.49003	0.00000	11.32748	0.00000	0.00000	0.00000	
3qaa_protein	3qaa_ligand	5.171364	-7.053740	123.30249	2178.15225	8.73027	53.39647	4.91306	0.00000	0.00000	0.00000	
3qbc_protein	3qbc_ligand	4.133798	-5.638500	94.27498	675.15122	4.01452	0.00000	4.26437	0.00000	0.00000	0.00000	
3qdd_protein	3qdd_ligand	5.867683	-8.003520	95.63251	1228.27464	2.25371	37.17825	0.84443	0.00000	0.00000	0.00000	
3qfd_protein	3qfd_ligand	5.781254	-7.885630	157.46811	2349.02711	5.95382	51.02959	9.14615	0.00000	0.00000	0.00000	
3qfy_protein	3qfy_ligand	3.781488	-5.157950	53.88050	657.37469	3.17085	5.92121	5.21071	0.00000	0.00000	0.00000	
3qfz_protein	3qfz_ligand	3.623284	-4.942160	58.27120	725.38229	4.21339	0.00000	6.02345	0.00000	0.00000	0.00000	
3qgw_protein	3qgw_ligand	4.991913	-6.808970	83.85185	1246.55242	5.17733	47.06248	2.21094	0.00000	0.00000	0.00000	
3qgy_protein	3qgy_ligand	4.218908	-5.754590	96.18359	1560.79199	7.06035	29.74641	1.46259	0.00000	0.00000	0.00000	
3qkd_protein	3qkd_ligand	7.562588	-10.315370	168.16341	2424.51309	3.20421	91.73873	1.61748	0.00000	0.00000	0.00000	
3qlm_protein	3qlm_ligand	2.635411	-3.594700	39.29760	873.04577	1.17173	46.29582	0.00000	0.00000	0.00000	0.00000	
3qox_protein	3qox_ligand	6.680257	-9.111870	138.85249	1729.03367	6.97032	1.72433	9.50827	0.00000	0.00000	0.00000	
3qps_protein	3qps_ligand	5.322229	-7.259520	40.86875	1463.51783	2.07787	53.17101	0.79507	0.00000	0.00000	0.00000	
3qqa_protein	3qqa_ligand	4.990924	-6.807620	45.23770	1721.92860	4.33309	51.34273	2.63610	0.00000	0.00000	0.00000	
3qqs_protein	3qqs_ligand	5.534589	-7.549180	74.96042	1146.05968	3.79884	43.74500	4.06811	0.00000	0.00000	0.00000	
3qt6_protein	3qt6_ligand	5.793057	-7.901730	87.42257	1222.13477	6.46859	11.78811	10.69912	0.00000	0.00000	0.00000	
