FileName,SMILES
3o9i_ligand.mol2,[H]O[C@]([H])(C([H])([H])N(C([H])([H])C([H])(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])S(=O)(=O)c1c([H])c([H])c2c(c1[H])SC([H])=N2)[C@@]([H])(N([H])C(=O)O[C@@]1([H])C([H])([H])O[C@@]2([H])OC([H])([H])C([H])([H])[C@]21[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
3o9p_ligand.mol2,[H]N(C(=O)C([H])([H])C([H])([H])[C@]([H])(C(=O)[O-])N([H])C(=O)[C@]([H])(C([H])([H])[H])[N+]([H])([H])[H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(C(=O)[O-])[N+]([H])([H])[H]
3oaf_ligand.mol2,[H]c1nc2nc(N([H])[H])nc(N([H])[H])c2c([H])c1C([H])([H])N([H])c1c([H])c(Cl)c([H])c([H])c1Cl
3ocp_ligand.mol2,[H]O[C@]1([H])[C@]2([H])O[P@@](=O)([O-])OC([H])([H])[C@@]2([H])O[C@@]1([H])N1C([H])=Nc2c(N([H])[H])nc([H])nc21
3ocz_ligand.mol2,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=Nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])O[P@@](=O)([O-])S[H]
3oe4_ligand.mol2,[H]Oc1c([H])c([N+](=O)[O-])c([H])c(C(=O)N([H])C([H])([H])C([H])=C([H])[C@@]2([H])O[C@@]([H])(N3C([H])=Nc4c([H])nc([H])nc43)[C@]([H])(O[H])[C@]2([H])O[H])c1O[H]
3oe5_ligand.mol2,[H]Oc1c([H])c([N+](=O)[O-])c([H])c(C(=O)N([H])C([H])([H])C([H])=C([H])[C@@]2([H])O[C@@]([H])(Sc3c([H])c([H])nc([H])c3[H])[C@]([H])(O[H])[C@]2([H])O[H])c1O[H]
3ohi_ligand.mol2,[H]OC1=C(C([H])([H])C([H])([H])O[P+](=O)(=O)[O-])C([H])=C([H])N(C([H])([H])[P+](=O)(=O)[O-])C1=O
3oil_ligand.mol2,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])c4c([H])c(OS(=O)(=O)N([H])[H])c(C([H])([H])C([H])([H])[H])c([H])c4[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
3oim_ligand.mol2,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2([H])[C@]3([H])C([H])([H])C([H])([H])c4c([H])c(OS(=O)(=O)N([H])[H])c(C([H])([H])C([H])([H])[H])c([H])c4[C@@]3([H])C([H])([H])C([H])([H])[C@@]21C([H])([H])[H]
3ok9_ligand.mol2,[H]O[C@]([H])(C([H])([H])N(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])S(=O)(=O)c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])[C@@]([H])(N([H])C(=O)O[C@@]1([H])C([H])([H])O[C@@]2([H])O[C@]3([H])OC([H])([H])C([H])([H])[C@]3([H])[C@]21[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
3oku_ligand.mol2,[H]c1c(OS(=O)(=O)N([H])[H])c(C([H])([H])C([H])([H])[H])c([H])c2c1C([H])([H])C([H])([H])[C@@]1([H])[C@]3([H])C([H])([H])C([H])([H])C(=O)[C@@]3(C([H])([H])[H])C([H])([H])C([H])([H])[C@]21[H]
3old_ligand.mol2,[H]OC([H])([H])C1=C([H])[C@]([H])([N+]([H])([H])[C@@]2([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[C@@]3([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[C@@]4([H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]([H])(O[H])O[C@]4([H])C([H])([H])O[H])O[C@]3([H])C([H])([H])O[H])O[C@]2([H])C([H])([H])[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@]1([H])O[C@@]1([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[C@@]2([H])O[C@]([H])(C([H])([H])O[H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])[C@]([H])(O[H])[C@@]1([H])O[H]
3ouj_ligand.mol2,[H]C([H])(C(=O)[O-])C([H])([H])C(=O)C(=O)[O-]
3ov1_ligand.mol2,[H]c1c([H])c(C([H])([H])[C@@]([H])(C(=O)N([H])C2(C(=O)N([H])[C@]([H])(C(=O)N([H])[H])C([H])([H])C(=O)N([H])[H])C([H])([H])C2([H])[H])N([H])C(=O)C([H])([H])[H])c([H])c([H])c1O[P+](=O)(=O)[O-]
3ove_ligand.mol2,[H]c1c([H])c(C([H])([H])[C@@]([H])(C(=O)N([H])C2(C(=O)N([H])[C@]([H])(C(=O)N([H])[H])C([H])([H])C(=O)N([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])N([H])C(=O)C([H])([H])[H])c([H])c([H])c1O[P+](=O)(=O)[O-]
3ovn_ligand.mol2,[H]C1=C([H])C([H])=C(C2=NN(C([H])([H])[H])C(N([H])[H])=C2[H])S1
3owj_ligand.mol2,[H]Oc1c([H])c([H])c2c(c1[H])-c1c(c(C([H])([H])[H])c3c(c1C([H])([H])[H])C(=O)N([H])C([H])=C3[H])N2[H]
3own_ligand.mol2,[H]O[C@@]([H])(C([H])([H])[C@]([H])(C(=O)N([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]1([H])N([H])C(=O)c2c([H])c(c([H])c(N(C([H])([H])[H])S(=O)(=O)C([H])([H])[H])c2[H])C(=O)N([H])[C@]([H])(c2c([H])c([H])c([H])c([H])c2[H])c2c([H])c([H])c([H])c(c2[H])C([H])([H])OC1([H])[H]
3oy0_ligand.mol2,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1N([H])C(=O)[C@@]([H])(C([H])([H])C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
3oy8_ligand.mol2,[H]OC([H])([H])[C@@]([H])(O[H])[C@@]([H])(O[C@]1([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]1([H])O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C(=O)[O-]
3oyq_ligand.mol2,[H]c1c([H])c(S(=O)(=O)N([H])[H])c([H])c([H])c1N([H])C(=O)C([H])([H])C([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H]
3oyw_ligand.mol2,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(S[C@]2([H])O[C@]([H])(C([H])([H])O[H])[C@]([H])(O[H])[C@]([H])(O[H])[C@@]2([H])O[H])[C@]([H])(O[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
3ozg_ligand.mol2,[H]OC([H])([H])[C@]([H])(C([H])([H])C([H])([H])[P+](=O)(=O)[O-])[N+]([H])([H])C([H])([H])C1=C([H])N([H])C2=C1N=C([H])N([H])C2=O
3ozj_ligand.mol2,[H]C([H])=C1C(=O)O[C@@]2([H])C([H])([H])[C@@]([H])(C([H])([H])[H])[C@]3([H])C([H])=C([H])C(=O)[C@@]3(C([H])([H])[H])[C@@]([H])(OC(=O)C([H])([H])[H])[C@]12[H]
3ozp_ligand.mol2,[H]OC([H])([H])[C@@]1([H])OC(=NOC(=O)N([H])c2c([H])c([H])c([H])c([H])c2[H])[C@]([H])(N([H])C(=O)C([H])([H])[H])[C@@]([H])(O[H])[C@]1([H])O[H]
3ozr_ligand.mol2,[H]Oc1c([H])c([N+](=O)[O-])c([H])c(C(=O)N([H])C([H])([H])C([H])=C([H])[C@@]2([H])OC([H])([H])[C@]([H])(O[H])[C@]2([H])O[H])c1O[H]
3ozs_ligand.mol2,[H]Oc1c([H])c([N+](=O)[O-])c([H])c(C(=O)N([H])C([H])([H])C([H])=C([H])[C@@]2([H])O[C@@]([H])(N3C([H])=NC(C(F)(F)F)=C3[H])[C@]([H])(O[H])[C@]2([H])O[H])c1O[H]
3ozt_ligand.mol2,[H]Oc1c([H])c([N+](=O)[O-])c([H])c(C(=O)N([H])C([H])([H])C([H])=C([H])[C@@]2([H])O[C@@]([H])(N3C([H])=C([H])C(=O)C([H])=C3[H])[C@]([H])(O[H])[C@]2([H])O[H])c1O[H]
3p17_ligand.mol2,[H]c1nc([H])c(C([H])([H])N([H])C(=O)[C@@]2([H])N(C(=O)[C@@]([H])(C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])[N+]([H])([H])[H])C([H])([H])C([H])([H])C2([H])[H])c([H])c1[H]
3p2e_ligand.mol2,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=Nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])SC([H])([H])C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H]
3p3g_ligand.mol2,[H]O[C@]([H])(C([H])([H])[H])[C@@]([H])(C(=O)N=O)N([H])C(=O)c1c([H])c([H])c(C#CC#Cc2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H]
3p3r_ligand.mol2,[H]Oc1c([H])c(C(=O)c2c([H])c([H])c([H])c([H])c2F)c([H])c([N+](=O)[O-])c1O[H]
3p3s_ligand.mol2,[H]Oc1c(Br)c([H])c(C([H])=C2C(=O)N([H])C(=[N+]([H])[H])N2C([H])([H])[H])c([H])c1Br
3p3t_ligand.mol2,[H]c1c([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])C2=C(C([H])([H])[H])N([H])N=C2C([H])([H])[H])c(F)c1[H]
3p4v_ligand.mol2,[H]Oc1c([H])c([H])c(C([H])([H])[C@@]([H])(C(=O)[O-])N([H])C(=O)C([H])=C([H])C(=O)OC([H])([H])[H])c([H])c1Cl
3p58_ligand.mol2,[H]SC(=S)N(C([H])([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
3p5l_ligand.mol2,[H]SC(=S)N1C([H])([H])C([H])([H])C(C#N)(c2c([H])c([H])c([H])c([H])c2[H])C([H])([H])C1([H])[H]
3p5o_ligand.mol2,[H]c1c([H])c(C2=N[C@@]([H])(C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])[H])C3=NN=C(C([H])([H])[H])N3c3c([H])c([H])c(OC([H])([H])[H])c([H])c32)c([H])c([H])c1Cl
3p7i_ligand.mol2,[H]C([H])(C([H])([H])[P+](=O)(=O)[O-])[N+]([H])([H])[H]
3p8n_ligand.mol2,[H]C([H])=C([H])[C@]1([H])C([H])([H])[C@@]1(C(=O)[O-])N([H])C(=O)[C@@]1([H])N(C(=O)[C@@]([H])(N([H])C(=O)OC2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@]([H])(Oc2c([H])c(C3=C([H])SC(N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])=N3)nc3c(Br)c(OC([H])([H])[H])c([H])c([H])c23)C1([H])[H]
3p8o_ligand.mol2,[H]C([H])=C([H])[C@]1([H])C([H])([H])[C@@]1(C(=O)[O-])N([H])C(=O)[C@@]1([H])N(C(=O)[C@@]([H])(N([H])C(=O)OC2([H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[C@]([H])(Oc2c([H])c(C3=C([H])SC(N([H])C(=O)C([H])(C([H])([H])[H])C([H])([H])[H])=N3)nc3c([H])c(OC([H])([H])[H])c([H])c([H])c23)C1([H])[H]
3p8p_ligand.mol2,[H]N(C(=[N+]([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H]
3p8z_ligand.mol2,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=Nc3c(N([H])C([H])([H])c4c([H])c([H])c([H])c(Cl)c4[H])nc([H])nc32)O[C@]1([H])C([H])([H])SC([H])([H])C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H]
3p9l_ligand.mol2,[H]OC([H])([H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])C([H])([H])C([H])([H])C(=O)[O-])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])C([H])([H])C(=O)N([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])[N+]([H])([H])[H]
3p9m_ligand.mol2,[H]OC([H])([H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])C([H])([H])C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])C([H])([H])C([H])([H])C(=O)[O-])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])[N+]([H])([H])[H]
3pb7_ligand.mol2,[H]C1=NC([H])=C([H])N1C([H])([H])C([H])([H])C([H])([H])N([H])C(=S)N([H])c1c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1[H]
3pb8_ligand.mol2,[H]C1=NC(C([H])([H])C([H])([H])N([H])C(=O)C([H])([H])[H])=C([H])N1[H]
3pb9_ligand.mol2,[H]C1=NC([H])=C([H])N1C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
3pbb_ligand.mol2,[H]SC(=Nc1c([H])c([H])c(OC([H])([H])[H])c(OC([H])([H])[H])c1[H])N([H])C([H])([H])C([H])([H])C([H])([H])N1C([H])=NC([H])=C1[H]
3pce_ligand.mol2,[H]Oc1c([H])c([H])c([H])c(C([H])([H])C(=O)[O-])c1[H]
3pcf_ligand.mol2,[H]Oc1c([H])c([H])c(C(=O)[O-])c([H])c1F
3pcg_ligand.mol2,[H]Oc1c([H])c([H])c(C([H])([H])C(=O)[O-])c([H])c1[H]
3pcj_ligand.mol2,[H]ON1C(=O)C([H])=C(C(=O)[O-])C([H])=C1[H]
3pck_ligand.mol2,[H]ON1C(=O)C([H])=C([H])C(C(=O)[O-])=C1[H]
3pcn_ligand.mol2,[H]Oc1c([H])c([H])c(C([H])([H])C(=O)[O-])c([H])c1O[H]
3pd8_ligand.mol2,[H]N1OC2=C(C1=O)C([H])([H])C([H])([H])[N+]([H])([H])[C@]2([H])C(=O)[O-]
3pd9_ligand.mol2,[H]N1OC2=C(C1=O)C([H])([H])[C@]([H])(C(=O)[O-])[N+]([H])([H])C2([H])[H]
3pe1_ligand.mol2,[H]c1nc([H])c2c(c(N([H])c3c([H])c([H])c([H])c(Cl)c3[H])nc3c([H])c(C(=O)[O-])c([H])c([H])c32)c1[H]
3pe2_ligand.mol2,[H]C#Cc1c([H])c([H])c([H])c(N([H])c2nc3c([H])c(C(=O)[O-])c([H])c([H])c3c3c([H])nc([H])nc23)c1[H]
3pfp_ligand.mol2,[H]C([H])(O[P+](=O)(=O)[O-])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(O[P+](=O)(=O)[O-])C(=O)[O-]
3pgl_ligand.mol2,[H]O[S@@+](C1=Nc2c([H])c([H])c([H])c([H])c2N1[H])C([H])([H])c1nc([H])c([H])c(OC([H])([H])C([H])([H])C([H])([H])OC([H])([H])[H])c1C([H])([H])[H]
3pgu_ligand.mol2,[H]C(=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])=C([H])C([H])([H])C(=O)[O-])C([H])([H])[H]
3pju_ligand.mol2,[H]O[C@]1([H])[C@]2([H])O[P@@](=O)([O-])OC([H])([H])[C@@]3([H])O[C@@]([H])(N4C([H])=NC5=C4N=C(N([H])[H])N([H])C5=O)[C@]([H])(O[H])[C@]3([H])O[P@@](=O)([O-])OC([H])([H])[C@@]2([H])O[C@@]1([H])N1C([H])=NC2=C1N=C(N([H])[H])N([H])C2=O
3pn1_ligand.mol2,[H]OC([H])([H])[C@@]1([H])O[C@@]([H])(N2C([H])=Nc3c(N([H])[H])nc(SC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])nc32)[C@]([H])(O[H])[C@]1([H])O[H]
3pn4_ligand.mol2,[H]ON([H])C(=O)C([H])([H])[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C([H])([H])O[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H]
3po1_ligand.mol2,[H]Oc1c([H])c([H])c2c(c1[H])SC(N([H])C(N([H])[H])=[N+]([H])[H])=[N+]2C([H])([H])C(=O)OC([H])([H])C([H])([H])[H]
3po6_ligand.mol2,[H]c1c(OC([H])([H])[H])c(OC([H])([H])[H])c([H])c2c1C([H])([H])C([H])([H])N(S(=O)(=O)N([H])[H])[C@@]2([H])C([H])([H])[H]
3ppm_ligand.mol2,[H]c1nc(C2=NN=C(C(=O)C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])c3c([H])c([H])c([H])c([H])c3[H])O2)c([H])c([H])c1[H]
3ppp_ligand.mol2,[H]C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])C(=O)[O-]
3ppq_ligand.mol2,[H]OC([H])([H])C([H])([H])[N+](C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
3ppr_ligand.mol2,[H]C1([H])C([H])([H])[N+]([H])([H])[C@@]([H])(C([H])([H])[H])[N+]([H])([H])[C@]1([H])C(=O)[O-]
3prs_ligand.mol2,[H]O[C@@]([H])(C([H])([H])[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)N(C([H])([H])[H])C([H])([H])C1=C([H])SC(C([H])(C([H])([H])[H])C([H])([H])[H])=N1)C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H])[C@@]([H])(N([H])C(=O)OC([H])([H])C1=C([H])N=C([H])S1)C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
3ps1_ligand.mol2,[H]O[C@]([H])(C([H])([H])[H])[C@@]([H])(C(=O)N=O)N([H])C(=O)c1c([H])c([H])c(C#CC#Cc2c([H])c([H])c(N([H])[H])c([H])c2[H])c([H])c1[H]
3pwd_ligand.mol2,[H]Oc1c([H])c([H])c2c([H])c3c(c([H])c2c1[N+](=O)[O-])OC(=O)C([H])=C3C([H])([H])[H]
3pwk_ligand.mol2,[H]C1([H])C([H])([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])([H])[C@@]1([H])C(=O)[O-]
3pwm_ligand.mol2,[H]O[C@]([H])(C([H])([H])N(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])S(=O)(=O)c1c([H])c([H])c(N([H])[H])c([H])c1[H])[C@@]([H])(N([H])C(=O)O[C@@]1([H])C([H])([H])O[C@@]2([H])OC([H])([H])C([H])([H])[C@]21[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
3pww_ligand.mol2,[H]O[C@]([H])(C([H])([H])[N@@+]1([H])C([H])([H])[C@@]2([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C([H])([H])[C@@]1([H])C(=O)N([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)c1nc2c([H])c([H])c([H])c([H])c2c([H])c1[H])C([H])([H])C(=O)N([H])[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
3pyy_ligand.mol2,[H]C1=C([C@]2([H])C(=O)N([H])C(=O)N2[H])C(c2c([H])c([H])c(F)c([H])c2[H])=NN1c1c([H])c([H])c([H])c([H])c1[H]
3q1x_ligand.mol2,[H]OC([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H]
3q2j_ligand.mol2,[H]c1nc([H])c2c(S(=O)(=O)N([H])C([H])([H])C([H])([H])[N+]([H])([H])[H])c([H])c([H])c(Cl)c2c1[H]
3q44_ligand.mol2,[H]O[C@]([H])(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])[C@@]([H])(C([H])([H])c1c([H])c([H])c(OC([H])([H])c2c([H])c([H])c([H])c([H])c2[H])c([H])c1[H])[N+]([H])([H])[H]
3q6w_ligand.mol2,[H]C1=NN(C2([H])C([H])([H])C([H])([H])[N+]([H])([H])C([H])([H])C2([H])[H])C([H])=C1c1c([H])nc2c(c1[H])C(=O)c1c([H])c(C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])c3nc([H])c([H])c([H])c3[H])c([H])c([H])c1C([H])=C2[H]
3q6z_ligand.mol2,[H]O[C@@]1([H])O[C@]([H])(C([H])([H])O[P@](=O)([O-])O[P@](=O)([O-])OC([H])([H])[C@@]2([H])O[C@@]([H])(N3C([H])=Nc4c(N([H])[H])nc([H])nc43)[C@]([H])(O[H])[C@]2([H])O[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
3q71_ligand.mol2,[H]O[C@@]1([H])O[C@]([H])(C([H])([H])O[P@@](=O)([O-])O[P@](=O)([O-])OC([H])([H])[C@@]2([H])O[C@@]([H])(N3C([H])=Nc4c(N([H])[H])nc([H])nc43)[C@]([H])(O[H])[C@]2([H])O[H])[C@@]([H])(O[H])[C@@]1([H])O[H]
3q7q_ligand.mol2,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=NC3=C2N([H])C(=[N+]([H])[H])N([H])C3=O)O[C@]1([H])C([H])([H])O[P@](=O)([O-])O[P@@](=O)([O-])N([H])[P+](=O)(=O)[O-]
3qaa_ligand.mol2,[H]O[C@]([H])(C([H])([H])N(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])S(=O)(=O)c1c([H])c([H])c(OC([H])([H])[H])c([H])c1[H])[C@@]([H])(N([H])C(=O)O[C@@]1([H])C([H])([H])O[C@@]2([H])OC([H])([H])[C@]([H])(OC([H])([H])[H])[C@]21[H])C([H])([H])c1c([H])c([H])c([H])c([H])c1[H]
3qbc_ligand.mol2,[H]SC1=NC2=C(C(=O)N([H])C(=[N+]([H])[H])N2[H])N1[H]
3qdd_ligand.mol2,[H]C1=Nc2c(Cl)nc(N([H])[H])nc2N1C([H])([H])c1nc([H])c(C([H])([H])[H])c(OC([H])([H])[H])c1C([H])([H])[H]
3qfd_ligand.mol2,[H]O[C@]([H])(C([H])([H])[H])[C@@]([H])(C(=O)N([H])[C@]([H])(C(=O)[O-])C([H])(C([H])([H])[H])C([H])([H])[H])N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])N([H])C(=O)[C@@]([H])(N([H])C(=O)C([H])([H])N([H])C(=O)[C@@]([H])(N([H])C(=O)[C@]([H])(C([H])([H])[H])[N+]([H])([H])[H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H]
3qfy_ligand.mol2,[H]OC([H])([H])[C@@]1([H])C([H])([H])[N+]([H])([H])C([H])([H])[C@@]([H])(O[H])[C@]1([H])O[H]
3qfz_ligand.mol2,[H]OC([H])([H])[C@]1([H])[C@@]([H])(O[H])[C@]([H])(O[H])[C@@]([H])(O[H])C([H])([H])[N+]1([H])[H]
3qgw_ligand.mol2,[H]C1=C(c2c([H])c([H])nc([H])c2[H])C([H])([H])C(=NC(=O)c2c([H])c([H])c([H])c([H])c2[H])C(=O)N1[H]
3qgy_ligand.mol2,[H]C1=NC(=O)C([H])(N([H])C(=O)c2c([H])c([H])c(N3C([H])([H])C([H])([H])C([H])([H])C([H])([H])C3([H])[H])c([H])c2[H])C([H])=C1c1nc(N([H])C([H])([H])[H])nc([H])c1[H]
3qkd_ligand.mol2,[H]c1nc(N([H])S(=O)(=O)c2c([H])c([H])c(N([H])[C@@]([H])(C([H])([H])Sc3c([H])c([H])c([H])c([H])c3[H])C([H])([H])C([H])([H])[N+]([H])(C([H])([H])[H])C([H])([H])[H])c([N+](=O)[O-])c2[H])c2c([H])c([H])c(N3C([H])([H])C([H])([H])[N+]([H])(C([H])([H])c4c([H])c([H])c([H])c([H])c4-c4c([H])c([H])c(Cl)c([H])c4[H])C([H])([H])C3([H])[H])c([H])c2n1
3qlm_ligand.mol2,[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C(=O)[O-]
3qox_ligand.mol2,[H]O[C@@]1([H])[C@@]([H])(O[H])[C@]([H])(N2C([H])=Nc3c(N([H])[H])nc([H])nc32)O[C@]1([H])C([H])([H])SC([H])([H])C([H])([H])[C@@]([H])(C(=O)[O-])[N+]([H])([H])[H]
3qps_ligand.mol2,[H]O[C@]1([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@@]([H])(C1([H])[H])C([H])([H])[C@@]([H])(O[H])[C@@]1([H])[C@]3([H])C([H])([H])C([H])([H])[C@]([H])([C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C(=O)[O-])[C@@]3(C([H])([H])[H])[C@@]([H])(O[H])C([H])([H])[C@]21[H]
3qqa_ligand.mol2,[H]O[C@@]1([H])C([H])([H])C([H])([H])[C@@]2(C([H])([H])[H])[C@]([H])(C1([H])[H])C([H])([H])[C@@]([H])(O[H])[C@@]1([H])[C@]3([H])C([H])([H])C([H])([H])[C@]([H])([C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])C(=O)N([H])C([H])([H])C([H])([H])S(=O)(=O)[O-])[C@@]3(C([H])([H])[H])[C@@]([H])(O[H])C([H])([H])[C@]21[H]
3qqs_ligand.mol2,[H]c1c([H])c([H])c(N([H])c2c([H])c([H])c([H])c([H])c2C(=O)[O-])c(C(=O)[O-])c1[H]
3qt6_ligand.mol2,[H]C([H])(O[P@@](=O)([O-])O[P+](=O)(=O)[O-])C(=O)N1C([H])([H])C([H])([H])C([H])([H])[C@@]1([H])C(=O)[O-]
3qto_ligand.mol2,[H]c1c([H])c([H])c(C([H])([H])[C@]([H])(C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C(=O)N([H])C([H])([H])c2c([H])c([H])c([H])[n+](C([H])([H])[H])c2[H])[N+]([H])([H])[H])c([H])c1[H]
3qtv_ligand.mol2,[H]c1c([H])c([H])c(C([H])([H])[C@]([H])(C(=O)N2C([H])([H])C([H])([H])C([H])([H])[C@@]2([H])C(=O)N([H])C([H])([H])c2c([H])c([H])[n+](C([H])([H])[H])c([H])c2[H])[N+]([H])([H])[H])c([H])c1[H]
